Key,AppliesTo,EditorKind,SourceKind,CurrentQuality,CurrentTrustBucket,DescriptionShape,DescriptionSha256,SourceCount,SameKeyHigherQualityElsewhere,HigherQualityContexts,ProposedDisposition,ReviewReason
Weapon,Animation,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,C99EEC159A1E301AB8BB4EDA45506FE58064FDC224CA408980A0BE47A9A5C065,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
WeaponCount,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,9B3512703F573CFBF2BF37A756211702E8616B34D6FB5F3E7B8D2255FC52F438,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WeaponGroupAsN,Vehicle,Text,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,649C95C1297EC5F62A35C076CCA38CE8AED8453B1D34E4CA1FBFC99B5A037A28,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WeaponN,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,EC5561E5E54DAF71AC020FFC9AD89632AFDF8DA6A135E0ABD238BD9C91DAED46,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WeaponNullifyAnim,Global,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,DFAC88576A51899053BCD8B473B20D11662801242EB446B87A804F65DEEE9308,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WeaponNullifyAnim,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,A31184414469D8AE30B0867526E6B8A63DEB5A0600860AA86990F67197C53CD1,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WeaponsFactory,Techno,Text,Yuri,source-verified-noncanonical-guardrail-repair-power-capture-factory-radar-20260603,VerifiedGuardrail,SpecificOrNeedsReview,538EFD793DCE49FE074DC3F91460764F00E2319E5B184FF19BE50741AD7596E1,1,True,Building,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
WeaponStages,Techno,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,B0A1B25954DCE76450608690EF1563F506EACC867936D35FC60F9B030AD06D2D,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WeaponType,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,C2C697238769959279E6ED1ACAA186C9218F9E45D4324BE04CC7EFB2911C3CC7,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WeaponXFLH,ArtObject,Reference,Yuri,community-reviewed-art-flh-p0-20260603,Unknown,SpecificOrNeedsReview,128641EEAC928B92ED886D85122CC81A8D1EFBA42667264A2782EE8C67406A6A,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
WeatherConBoltExplosion,Global,Reference,Yuri,auto-extracted,AutoExtracted,RawLegacyFragment,8CAB3916D85E09866B59CF20430F7B325D5FD225034C66505F057C6142B42475,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WeatherConBoltExplosion,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,C426D65BC18153F4B3B6B2F3A91ED964B54B0531C0220A8027D2A08B8560204F,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WeatherConBolts,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,2E0B056CC9EFBE1D41CA7460649B9D620ED68C6B11907417D4D5B762791867BC,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WeatherConClouds,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,FB03C5F63D5208ABDC282D20B2D0FD9B4F466966D58B8F4E3572004AEF0216CF,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WeedCapacity,Global,Text,Yuri,community-verified-obsolete-guardrail-p1-20260603,Obsolete,RawLegacyFragment,2C22B5E3268350E944D4F81C4BE2D4D6C7987F3246AA87B877A4B19382C68198,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
WeedCapacity,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,6779BCE210E85E5ED225E57DCC4E2597B2A976211A2E718109B750ACF3ADBC1C,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
Weeder,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,68D9E403093D5730550FF89385112FA7E518B371AE167DB72A9B9BFD70EAEDFF,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WeedsCounter.Show,SuperWeapon,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range IsHouseColor..ZShapePointMove.OnBuildup. Source metadata alone is insufficient because extraction produced context errors.
Weight,Techno,Text,Yuri,source-verified-modenc-flight-tuning-guardrail-20260603,VerifiedGuardrail,SpecificOrNeedsReview,06DFAE6EAF1B47028C489B8213F420BF009494654EE18D3352E2773505BC4985,1,True,Vehicle,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
WetAttack,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,545329C8407476CB2F730D9915144DE5B29D5B3BBA625DA2C86147A0CF177ECE,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WetDie1,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,AC1726BF371FD2CA241672FBF9AE29F06B8678750FAC67C20B5431F2B39ED915,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WetDie2,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,720E1F69CF0ACA6F3C4ADC3470FB553B970AF39CDAD8A60A38EC1B2838A25AFF,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WetIdle1,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,19C8EAFFBD6F753A7CFAFE4A150B1783E7F390D6E7F38692CC153FF840B7CBF4,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
WetIdle2,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,054E312EFA24C932B9ABBFAE28E897A1E265AC7EADAD97C4ECC053E4BC22A81F,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Wheel,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,8B9D09ED72C139D819A95FE17E51D03042110597A903F1C9755C98ACC1781049,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
Whiner,AI,Text,Yuri,source-verified-legacy-guardrail-teamtypes-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,31146388541B578F646415F6119B7EB863E433AEA50C54D59BAE7F0C3EA6D0B7,1,True,TeamType,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
WindDirection,Global,Text,Yuri,community-reviewed-terrain-environment-p0-20260603,Unknown,SpecificOrNeedsReview,33E0B58BC9A0412884848C94F1A7FAE50C60A4A0CFF3883635C085D98AC623F9,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
WindDirection,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,91730649ECD6C33C40878D2513E238C32DF174C04440BFF8D74EBD83F2B56964,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WindEffect,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,AE2DA258715563A5F551853652F5A6A2B5338D2ED7FF06FDE09F962BBD063BC0,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
Winged,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,87461F3EC9D67EC09726CEA9D43ACE25CCD72CC6105B6541F2B64657B303A7AD,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WonlineTournamentAllowed,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,DE303300F1A5511BE7E45A24C3CB936D642E9FDF4DE63DA8517832FC893EF86B,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
Wood,Techno,Text,Yuri,source-verified-guardrail-warhead-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,FC3E3F23EB5D300D4A91923B7BC1A42390121FD073A69763A5B1150910830DD6,1,True,Warhead,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Wood,Weapon,Text,Yuri,source-verified-guardrail-warhead-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,C0866418467158980D322BF57BDFF0F63E2D3835304ABE84D1AD63366FC707B0,1,True,Warhead,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
WoodCrate,Global,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,1D22DDE71F28CBEEE10C91BF2FD2731B366CEE3018D9A849EDC9F24375DAEE2A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WoodCrate,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,D0F84C69B41CCCE6927E46625B56DA4D67A6B4C9F6A4D781BBC6B8852DF61BFB,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WoodCrateImg,Global,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,9A6AC1BA9DF0E50B762E1AA5D24A5F45287972133D9D67598D1052A8484D1BF2,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
WoodCrateImg,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,9A9DDBCD2C5029BF0B1542473AB11E058424B8919479B4EF086B6A304150CF68,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
WorkingSound,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,0FD89E523A64E839F00CA586A7E6C3AEAE06D28C10755183626ED04D19B862CE,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
x,Script,Text,Phobos,source-verified-legacy-guardrail-scripttypes-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,EAA9CA20E370B178360361DF2F838A086D3EEB356BF386E1AF17797E5B22F8C9,1,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
X1,AI,Text,Yuri,source-verified-legacy-guardrail-aitriggertypes-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,5F3EFA57CB6551C8F9143727FF5E2DD89E7FAEC0FDEAB0872FEC17EE17B5219B,1,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
X2,AI,Text,Yuri,source-verified-legacy-guardrail-aitriggertypes-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,5FDA573A66F32BFBB7DBC1940938573CD6FD1CF644FB90BD0F2B078C4AA444CB,1,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
XVelocity,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,6971166ABAD3AD3B79D4F27E56AE79532DD15DCB3B8CC36DA6FF4AA74ACB1D6A,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
XX.000000,AI,Text,Yuri,source-verified-legacy-guardrail-aitriggertypes-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,FE07ECF6A04CB85244A1581C5450ED9FF4E576BCEBED0F5F051A2ACD773361CC,1,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
YDrawOffset,ArtObject,Integer,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,339EF4CE678405BD471BE1054740FEDF618E44D6FA4BD976D502E2EF45FE9134,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
Yellow,Global,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,AD61C652CAF32D965F76C52E11734D0C746DFFD16E73BAB53C9122C11CA0F131,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Yellow,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,41F0095C5ED477C6EE5EFEC098E1453383DFC1594A5F50FD4B3338C719021EEB,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range SmallVisceroid..ZVelocityRange.
YSortAdjust,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,CCED3D49482D5C01B952078622EB5891C79733057A40F2502FB1670FFB6E4444,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Yuri,Eva,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,AF1DD7DE9908BE3B1071EEEBB08AD1C3690A7F4DDF02B616C76BE0A57A44FCD2,2,False,,PromoteAndRewrite,Verified against official Ares EVA Types documentation; description and quality rewritten.
YuriBarracks,Techno,Boolean,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,EE0F6C070E33D09C619B920986F5EE38A38EE9D04071F3A5B11D18DAEB639FB5,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range PowerUp1Anim..ZShapePointMove. Source metadata alone is insufficient because extraction produced context errors.
